id,in_degree,out_degree
3059,3,1
2949,1,1
3060,3,2
3063,6,6
3064,1,1
3065,2,1
3066,2,0
3067,2,2
3068,1,0
3070,1,1
3069,1,1
3073,1,0
3075,1,1
3076,3,3
3071,1,0
3077,2,0
3078,2,2
3080,1,1
3081,1,1
3082,2,2
3083,1,1
3084,2,2
2692,2,3
3056,2,2
3085,2,1
3086,19,12
3087,5,5
3088,1,1
3089,1,1
3090,1,1
2890,1,1
3092,2,2
3093,3,3
3094,1,1
3095,1,0
3097,1,0
3098,1,1
3099,36,46
3079,1,1
3102,2,2
3103,4,5
3104,3,2
3105,10,11
3106,4,3
3107,25,25
3108,1,0
3109,1,0
3110,3,3
3111,2,2
3112,1,1
3114,1,1
3115,1,1
3116,2,1
3117,1,0
3118,1,0
3119,10,10
3120,3,5
3122,3,3
3123,2,2
3124,1,1
3125,1,1
3127,2,3
3128,1,1
3129,17,212
3132,1,0
3047,9,9
3138,1,1
3139,1,1
3140,1,3
3141,1,1
3142,2,3
3145,2,0
3113,16,16
3146,10,10
3147,1,1
3148,3,3
3149,1,0
3150,1,1
3151,1,1
3144,1,1
3153,3,5
3154,1,0
3137,2,2
3155,3,3
3156,1,0
3136,9,10
3157,1,1
3158,1,1
3121,1,1
3159,1,0
3161,20,26
3163,2,0
3164,1,1
3165,6,5
3166,2,2
3162,1,0
3167,1,0
3169,1,1
3171,2,1
2759,1,1
3173,1,1
3174,1,1
3175,2,0
3176,1,0
3177,1,0
3178,2,0
3179,1,0
3180,1,1
3181,1,1
3172,7,8
3182,5,6
3183,2,2
3185,9,9
3184,2,2
3187,1,1
3188,1,1
3190,3,4
3191,2,1
3192,1,1
3024,2,2
3193,5,4
3194,6,6
3195,15,14
3196,2,3
3197,10,11
3198,3,2
3199,1,2
3200,1,0
3201,1,0
3202,2,2
3203,2,2
3204,6,8
2526,1,1
3205,1,1
3206,2,2
3208,11,8
3209,4,4
3210,2,1
3211,2,3
3212,1,0
3213,1,0
3214,5,4
3215,1,1
3061,1,0
3216,1,1
3217,3,3
3218,1,1
3219,47,46
3220,2,2
3221,3,3
3222,1,1
3223,20,22
3224,1,0
3226,1,2
3227,2,2
3228,1,0
3229,14,13
3230,1,2
3043,2,2
3231,4,4
3232,1,1
3233,15,13
3234,1,1
3235,1,0
3237,12,14
3238,1,1
3239,18,19
3240,1,1
3241,2,2
3225,4,4
3242,5,5
3243,1,1
3244,1,1
3032,1,1
3062,6,4
3245,1,1
3246,4,4
3248,2,2
3249,1,1
3207,4,4
3250,3,4
3251,1,3
3252,3,2
3253,1,1
3254,3,3
3255,2,2
3258,2,1
3259,4,2
3260,32,1
3261,1,2
3262,2,2
3263,1,1
3264,2,2
3265,2,2
2465,1,0
3266,1,0
3267,2,2
3269,2,3
3268,6,4
3270,8,3
3271,1,1
3274,2,3
3275,2,2
2958,8,9
3273,15,13
3276,2,2
3042,1,1
3277,2,2
3279,1,1
2913,2,2
3135,1,1
3072,1,2
3280,1,1
3281,1,1
3282,0,1
3283,3,2
3284,1,0
3285,3,3
3236,6,7
3286,1,1
3287,3,3
3289,1,1
3290,1,1
3291,1,0
3292,3,3
3294,1,0
3295,2,3
3296,4,3
3293,3,0
3297,2,2
3298,2,2
3299,2,1
3301,1,1
3091,1,1
3303,1,1
3304,2,2
3305,1,0
3306,1,1
3307,1,0
3308,1,1
3309,4,4
3312,1,0
3313,2,2
3310,1,2
3314,8,6
3257,4,4
3315,2,2
3316,10,10
3317,10,9
3318,2,1
3319,18,15
3320,2,2
3321,5,5
3322,1,1
3323,3,3
3324,1,0
3325,1,0
3327,6,7
3326,9,9
3329,2,2
3331,1,1
3332,1,1
3333,7,2
3334,1,1
3335,9,11
3336,2,2
3337,2,2
3338,1,2
3340,1,1
3341,8,1
3342,5,5
3343,2,1
3344,1,1
3345,48,46
3346,3,2
3347,3,4
3348,2,2
3349,6,8
3351,1,1
3352,2,3
3353,14,14
3354,2,1
3355,2,2
3357,5,0
3358,1,1
3359,2,3
3360,1,1
3361,2,4
3362,1,0
3363,3,2
3364,1,0
3365,1,1
3366,48,43
3368,1,1
3369,2,1
3371,2,0
3372,1,0
3373,2,0
3374,13,14
3375,1,0
3377,6,8
3378,7,4
2966,2,4
3379,3,2
3380,6,5
3382,2,1
3370,2,2
3383,1,2
3381,3,8
3384,2,0
3328,3,2
3376,2,0
3386,0,1
3387,1,1
3388,3,3
3390,1,1
3391,6,5
3393,1,0
3394,5,6
3395,1,1
3288,1,0
3396,2,2
3397,9,9
3367,5,3
3398,1,0
3385,4,4
3399,2,0
3400,1,1
3401,1,1
3403,1,0
3404,11,10
3405,5,5
3406,1,2
3407,1,1
3408,8,9
3409,1,0
3410,3,1
3411,1,1
3412,3,3
3414,4,3
3413,5,8
2902,1,1
3416,1,0
3417,4,5
3418,1,1
3419,1,1
3420,1,1
3421,2,2
3422,6,5
3423,1,1
3424,1,0
3426,1,0
3428,2,0
3430,1,1
3431,1,0
3432,1,0
3434,1,1
3435,3,3
3436,6,0
3437,1,0
3438,2,2
3170,1,0
3439,1,2
2652,2,2
3440,1,1
3433,3,2
3442,2,1
3441,3,3
3443,1,1
3444,5,2
3445,25,29
3446,1,0
3447,1,0
3448,3,2
3449,4,3
3392,3,3
3450,3,4
3311,2,2
3451,100,106
3452,39,63
3453,5,5
3455,3,3
3456,2,3
3457,1,0
3458,2,2
3459,4,3
3460,1,1
3462,4,6
3463,6,4
3465,37,47
3467,1,1
3468,1,1
3469,1,1
3470,14,12
3464,2,2
3471,1,1
3473,3,0
3474,2,2
3472,2,1
3475,4,3
3476,8,8
3247,1,1
3477,1,2
3478,2,2
3480,1,0
3481,4,5
3482,1,1
3483,2,1
3484,1,1
3485,1,0
3300,2,3
3143,2,1
3486,1,2
3487,11,10
3489,4,5
3490,7,7
3491,1,0
3492,1,3
3493,1,3
3494,2,2
3495,1,1
3454,1,2
3497,1,1
3498,3,9
3499,1,1
3500,7,7
3501,2,3
3502,1,0
3503,2,2
3466,4,5
3429,40,44
3504,7,9
3505,1,1
3506,5,5
3272,3,4
3507,1,1
3302,2,2
3427,18,20
3508,1,2
3509,3,3
3510,4,3
3511,4,4
3512,9,12
3514,1,2
3515,3,4
2050,3,4
3517,2,0
3518,1,1
3520,3,3
3521,2,3
3522,4,2
3523,1,1
3524,2,2
3525,1,1
3415,1,1
3513,8,0
3528,6,6
3529,1,1
3526,4,4
3532,1,0
3533,6,6
3536,1,1
3537,1,1
3538,4,4
3527,27,37
3539,5,7
3540,2,3
3542,1,1
3543,5,5
3541,2,2
3546,1,1
3545,32,30
3547,10,9
3548,3,2
3549,8,10
3496,2,1
3100,1,0
3550,1,1
3551,2,1
3553,2,1
3552,16,0
3554,2,1
3555,2,0
3556,2,6
3557,2,1
3558,2,1
3559,1,0
3560,2,0
3561,3,1
3562,4,1
3563,2,2
3564,2,1
3565,2,4
3566,2,1
3567,2,1
3568,3,3
3569,2,1
3570,2,1
3571,18,17
3516,1,0
3572,24,26
3126,1,1
3573,3,3
3574,6,7
3575,1,1
3576,0,1
3577,2,2
3578,46,48
3579,1,1
3581,7,9
3583,6,6
3584,1,2
3585,3,2
3586,2,2
2019,1,1
3587,1,0
3544,1,1
3588,2,2
3589,1,1
3580,2,2
3590,5,7
3591,2,2
3593,7,10
3594,1,1
3596,2,3
3597,2,3
3592,3,3
3599,1,1
3600,13,11
3601,1,1
3534,4,3
3602,1,1
3603,2,4
3604,1,1
3605,2,2
3606,1,0
3607,1,1
3608,1,1
3609,3,4
3610,4,3
3611,11,11
3612,1,1
3613,1,1
3614,1,0
3615,3,2
3616,1,0
3617,1,1
3618,2,2
3619,1,1
3620,5,5
3621,8,8
3622,1,1
3624,6,8
3625,1,1
3623,3,3
3626,3,2
3627,1,1
3628,4,4
3631,1,1
3632,3,1
3633,1,0
3634,1,0
3635,1,1
3629,5,5
3636,1,0
3637,1,0
3639,1,1
3519,3,2
3642,36,34
3643,1,1
3644,1,0
3645,2,2
3582,2,3
3646,11,9
3647,1,1
3641,12,16
3648,5,4
3650,2,2
3652,1,1
3653,25,32
3654,1,1
3655,11,10
3657,1,1
3658,1,1
3659,1,2
3531,16,15
3661,2,2
3535,2,2
3662,1,1
3663,1,2
3664,2,2
3665,1,6
3640,26,44
3666,10,10
3667,1,2
3668,2,2
3669,37,38
3671,1,1
3672,1,1
3673,1,1
3674,1,1
3675,1,1
3676,1,1
3670,1,2
3189,4,4
3677,2,2
3678,1,1
3679,2,2
3680,1,1
3681,2,2
3682,5,5
3630,23,22
3683,2,2
3684,1,1
3685,1,0
3686,1,1
3687,1,1
3688,1,1
3690,1,0
3691,1,0
3692,1,0
3693,1,0
3694,2,1
3695,3,3
3696,3,3
3656,21,22
2907,1,1
3697,5,8
3698,1,0
3700,1,1
3595,1,1
3701,1,1
3702,1,1
3074,1,1
3699,48,49
3704,3,4
3705,1,1
3706,1,1
3707,38,50
3708,1,1
3709,1,1
3710,1,1
3712,1,1
3713,4,5
3715,12,11
3716,1,1
3717,1,1
3718,1,3
3719,61,69
3649,96,108
3720,2,1
3689,3,4
3721,1,1
3722,46,89
3723,7,7
3724,11,9
3725,13,14
2431,5,5
3726,1,0
3727,1,1
3703,4,4
3714,36,39
3728,1,0
3729,2,1
3730,2,2
3731,2,2
3732,1,1
3733,1,1
3734,8,6
3735,129,133
3736,3,2
3737,1,1
3389,13,11
3738,19,19
3739,1,2
3740,2,2
3741,1,0
3742,1,1
3744,81,32
3160,5,5
3745,1,1
3660,4,8
3747,1,1
3749,2,2
3750,15,15
3751,1,1
3752,1,1
3753,1,0
3754,1,0
3755,1,1
3756,21,22
3757,21,18
3758,2,1
3759,16,21
3760,17,23
3761,2,0
3762,1,1
3763,1,1
3764,7,6
3765,4,3
3767,13,12
3766,3,5
3768,2,3
3769,4,3
3770,1,1
3771,1,1
3773,1,0
3774,1,1
3775,1,1
3776,10,4
3777,1,1
3778,1,1
3779,1,1
3781,27,27
3782,1,0
3783,3,5
3784,2,2
3786,6,28
3787,6,27
3788,6,25
3789,6,29
3790,6,28
3792,6,28
3793,5,28
3791,6,28
3794,5,28
3795,5,29
3785,1,3
3796,3,3
3798,3,4
3799,1,2
3800,5,6
3801,4,5
3802,2,2
3803,7,7
3804,36,42
3805,1,1
3807,4,2
3780,1,1
3808,3,3
3810,7,10
3811,1,0
3797,11,5
3812,1,0
3813,5,6
3814,2,2
3815,21,19
3806,2,2
3817,2,1
3818,1,0
3819,1,1
3822,1,1
3823,2,3
3825,2,2
3826,2,8
3828,99,105
3829,1,2
3830,6,7
3832,2,3
3835,1,1
3836,1,1
3838,1,2
3839,1,0
3840,1,1
3841,5,3
3842,1,1
3820,52,51
3843,2,2
3844,3,3
3824,7,7
3845,3,3
3846,5,5
3847,4,4
3848,1,1
3849,1,2
3746,19,20
3850,4,5
3851,6,5
3852,2,3
3853,1,1
3854,16,15
3816,2,2
3855,1,1
3856,3,4
3857,4,4
3858,1,1
3859,1,0
3860,2,2
3861,2,2
3863,2,2
3864,8,7
3865,2,2
3748,2,1
3867,1,1
3868,1,1
3869,4,2
3834,1,1
3870,1,0
3871,1,1
3872,5,0
2954,1,1
3873,2,2
3874,1,1
3875,5,5
3876,1,0
3877,1,0
3878,55,65
3879,3,3
3880,29,26
3881,1,1
3882,1,1
3883,1,1
3885,3,3
3886,1,1
3887,7,8
3888,1,2
3889,1,0
3890,1,1
3168,10,10
3891,1,1
3892,24,24
3893,5,4
3895,1,0
3896,1,1
3897,128,104
3898,4,6
3821,3,3
3899,1,1
3900,1,1
3901,7,5
3902,2,2
3903,32,36
3904,26,28
3905,1,1
3906,1,0
3907,1,1
3908,1,0
3910,9,9
3911,1,1
3912,1,1
3913,1,1
3894,1,1
3914,1,2
3916,71,74
3917,2,2
3918,1,4
3919,10,28
3920,1,1
3922,3,3
3923,9,8
3924,3,3
3925,2,3
3927,2,2
3928,8,10
3929,1,1
3134,1,0
3931,1,0
3932,1,0
3256,1,0
3938,1,0
3940,1,0
3944,1,0
3945,1,0
3950,1,0
3951,1,0
3953,1,0
3955,1,0
3958,1,0
3959,1,0
3966,5,4
3967,1,0
3968,1,1
3970,1,0
3862,2,2
3972,6,6
3866,2,0
3973,1,1
3974,2,2
3884,4,5
3975,1,0
3976,26,27
3977,1,1
3978,1,1
3979,1,0
3980,9,10
3981,9,10
3982,10,10
3983,1,1
3984,1,1
3985,1,1
3986,11,7
3987,1,1
3989,6,4
3990,4,5
3991,2,1
3952,2,0
3993,1,1
3995,3,2
3996,2,1
3997,1,0
3998,1,1
3999,2,2
4000,2,2
4001,2,2
4002,5,6
3479,3,2
4003,2,2
4004,16,15
4005,3,3
4006,1,1
4008,3,3
4007,4,3
4010,1,1
4011,8,8
4012,1,0
3994,1,1
4013,1,1
4014,1,2
4015,1,1
4016,2,2
4017,4,4
4018,1,1
3988,115,190
4019,1,1
3651,1,1
4020,1,1
4022,3,3
4023,1,0
4024,4,4
4025,2,2
4026,15,12
4027,5,4
4028,1,1
4029,1,1
4033,1,2
4034,1,1
4032,4,4
4035,4,4
4030,2,1
4036,6,3
4037,1,0
4038,31,32
4039,1,1
4040,1,1
3915,7,6
4031,9,8
4041,1,1
4042,3,2
4043,1,1
4044,2,2
4045,1,1
4046,1,0
4047,2,2
4048,2,2
4049,2,2
4050,1,1
4051,1,1
4052,2,2
4053,2,2
4054,1,1
4055,3,3
4056,1,0
4057,2,2
4058,3,2
4059,1,1
4060,2,3
4061,1,1
4062,1,1
4063,1,0
4064,2,1
4066,1,0
4065,1,2
4067,2,1
3936,1,0
3942,1,0
3943,1,0
4069,1,0
4070,1,0
3131,1,0
4071,1,0
4072,1,0
3130,1,0
4074,1,3
4076,2,6
4077,1,1
3831,2,2
4078,5,6
4079,1,1
4080,2,1
4081,1,0
4082,1,1
4083,1,0
4084,18,12
3909,2,2
4085,1,1
4086,2,4
3827,2,0
4087,1,0
4075,12,9
4089,1,2
4090,3,3
4091,1,1
3101,2,2
4092,2,2
4093,1,1
4094,1,0
4095,1,1
4096,1,1
3488,3,4
4097,3,3
4099,1,1
4100,1,0
4101,2,2
4102,1,1
4104,1,0
3948,2,0
4105,4,0
3971,9,0
4106,1,1
4108,1,1
4109,1,1
4110,2,2
3096,1,1
4111,1,1
4112,1,1
4113,4,5
4114,16,18
4115,3,3
4116,1,2
4117,1,1
4118,7,9
4119,21,22
3935,7,29
4120,1,0
4121,1,1
4122,9,8
4123,1,1
4124,5,3
4125,6,7
4126,2,2
4127,1,1
4128,2,3
4129,1,0
4130,1,0
4131,9,7
4132,0,1
4133,2,1
4134,2,2
4135,3,1
4088,6,7
4136,14,12
4137,2,2
4138,2,0
4140,2,2
4139,4,5
4142,1,1
4143,1,0
4144,1,1
4141,1,1
4107,41,56
4145,2,2
4146,1,1
4147,1,0
4148,1,1
4149,2,2
4150,1,1
4151,2,0
4152,3,3
4153,1,1
4154,1,1
4155,2,2
4156,1,1
4157,2,0
4158,2,4
4159,4,4
4160,1,0
4161,1,1
4162,2,2
3711,1,1
4163,14,24
4164,1,4
4165,1,1
4168,1,1
4169,5,7
4170,1,1
4171,1,1
4173,0,1
4174,4,8
4175,3,0
4177,1,1
4178,1,2
4179,12,0
4180,1,0
4181,6,6
4182,1,0
4183,1,1
4184,6,5
4103,3,2
4185,2,2
4186,1,1
4187,1,1
4188,5,3
4172,222,264
4098,8,6
4191,1,1
4192,2,1
4190,1,1
4195,4,1
4196,3,3
4198,13,12
4199,1,1
4200,1,1
4201,2,2
4166,1,1
4202,2,2
4203,4,6
4204,7,17
4205,20,34
4206,5,5
4208,1,1
4197,203,202
4209,13,13
4210,4,4
4211,7,0
4212,2,1
4213,4,3
4215,1,1
4216,1,0
4217,20,20
4218,1,1
4219,3,3
4220,1,1
3926,20,17
4221,1,0
3921,1,0
4224,1,0
4226,1,1
4227,3,3
4214,3,4
4228,4,4
4229,2,2
4230,2,2
3743,6,0
4231,6,9
4232,1,1
4233,5,5
4225,1,1
4234,1,1
4235,10,9
4167,2,2
4236,17,17
4237,2,2
4238,11,13
4239,1,1
4240,1,1
4241,1,0
4242,1,0
4243,1,1
4244,10,13
4245,2,2
4246,1,1
4250,1,1
4251,12,1
4253,11,9
4249,3,3
4255,1,1
4256,1,1
4257,1,1
4259,1,1
4261,1,1
4262,1,1
4263,1,1
4264,3,3
4265,3,3
4266,19,24
4267,8,9
4268,1,1
4269,7,5
4176,2,3
4270,2,2
4271,1,1
4274,5,4
4275,3,0
4189,12,11
4258,4,4
4276,2,2
4252,5,4
4277,2,3
4278,3,3
4279,11,4
4280,3,3
4282,1,1
4283,6,5
4281,19,21
4284,19,17
4285,9,7
4286,1,0
4287,5,5
4288,4,0
4289,2,0
4291,158,172
4292,1,1
4293,1,1
4294,1,1
4295,7,8
4296,2,2
4297,5,7
4298,1,0
4299,1,1
4247,2,3
4300,4,4
4301,9,24
4302,3,4
4303,1,1
4304,29,35
4290,3,2
4305,1,1
4306,1,1
4307,1,1
4309,1,0
4310,1,0
4311,1,0
4222,2,4
4312,1,1
4313,1,1
4314,1,1
4254,26,28
4315,31,38
4316,3,3
4317,2,1
4318,1,1
4319,1,1
4320,31,32
4321,1,1
4323,1,1
4273,6,6
4324,1,0
4325,1,8
3330,0,19
4326,2,0
4327,1,1
4328,3,3
4329,1,1
4330,6,3
4331,10,11
4333,1,1
4334,12,11
4335,3,3
4337,6,6
4339,5,6
4342,1,1
4207,1,1
4343,1,1
4344,1,1
4345,1,1
4346,1,1
4347,1,1
4348,1,2
4349,1,0
4336,3,3
4350,14,4
4351,2,0
4352,1,0
4353,9,9
4354,3,4
4355,2,1
4356,3,0
4360,16,17
4361,10,11
4362,2,1
4364,2,0
4365,42,42
4366,3,3
4363,24,25
4367,1,1
4368,1,1
4369,1,1
4371,1,1
4372,1,0
4370,13,7
4373,1,0
4248,1,1
4374,1,1
4375,4,4
4376,1,1
4377,1,1
4378,1,1
4379,11,10
4381,5,5
4382,13,12
4359,2,0
4383,2,0
4384,3,3
4385,17,52
4386,1,1
4387,1,1
4388,2,2
4389,5,6
4390,1,1
4391,2,1
4380,2,2
4392,4,5
4393,3,1
4394,2,2
4395,2,1
4396,1,1
4397,3,3
4398,6,8
4399,2,0
4401,2,2
4403,1,1
4404,2,0
4405,3,3
4406,8,7
4402,42,44
4408,0,1
4410,1,0
4407,2,2
4411,8,8
4412,2,2
4413,2,3
4414,1,1
4415,2,3
4322,4,3
4416,3,4
4417,3,2
4418,2,2
4419,12,12
4420,3,2
4421,5,6
4422,1,1
4423,4,4
4424,12,11
4425,1,1
4409,8,8
4426,1,1
4427,6,2
4428,1,1
4429,1,0
4431,5,5
4432,3,2
4433,1,1
4435,1,1
4436,1,1
4437,1,2
4438,1,0
4439,4,2
3837,51,45
4400,27,26
4440,3,3
4441,1,1
4442,1,1
4443,3,2
4444,2,3
4445,0,1
4446,1,0
4430,3,3
4447,1,1
4448,1,1
4434,13,13
4449,3,3
4450,6,4
4451,1,1
4452,8,10
4453,1,1
4454,1,2
4455,2,2
4456,1,1
4457,3,3
4460,2,3
4308,8,5
4462,4,4
4463,2,1
4459,18,20
4464,1,0
4465,1,0
4466,3,0
4468,1,0
4469,1,0
4470,1,0
4471,1,0
4472,1,0
4473,1,0
4474,3,0
4475,1,0
4476,1,0
4477,2,0
4478,5,4
4479,2,1
4481,1,1
4480,2,2
4482,8,8
4467,3,4
4483,2,2
4484,1,1
4485,1,1
4486,2,2
4487,6,6
4488,1,1
4489,7,7
4490,10,11
4491,1,1
4492,3,0
4493,4,4
4494,1,1
4497,1,1
4495,3,3
4496,1,1
4498,1,0
4499,38,39
4501,2,1
4502,2,1
4503,1,1
4504,4,0
4505,2,2
4506,3,0
4507,2,0
4508,1,1
4458,9,40
4509,1,0
4511,24,26
4512,1,1
4513,1,1
4514,3,3
4515,47,49
4517,1,0
4519,11,6
4520,1,1
4523,4,4
4524,7,2
4525,2,8
4526,1,0
4527,2,2
4528,2,2
4521,9,9
4530,5,5
4531,25,22
4532,33,64
4533,1,1
4522,10,13
4534,3,1
4535,3,1
4537,2,2
4539,3,2
4529,3,0
4540,4,0
4541,2,0
